id, text, label
sp_03-10a,In India they overly concerned about you and judged you based on everything on first glance,1
sp_03-10a,And I think this university people don't care,1
sp_03-10a,And for somebody always top in the school it's very difficult to make friends,1
sp_03-09,In other majors you need to study post grad to be employable in any form but not in computer science,1
sp_03-09,So in other majors especially I mean I want to do engineering not business,1
sp_03-09,And it does not even give you one year to decide what you want to do,1
sp_03-09,It's kind of retarded system,1
sp_03-08,That's the deadline,1
sp_03-08,That and for math basically finished the syllabus because the professor gives no homework and incentive and I have to do it myself,1
sp_03-08,For COMP project whatever date is Tuesday Monday,1
sp_03-08,All the deadlines so for ELEC there is a homework deadline on 10 May,1
sp_03-07,And then in Hong Kong I have an interview left I mean I have startup interview with exactly with one firm right now,1
sp_03-07,I am well I am almost sorted getting an offer in India but I am not sure as it yet so I won't say anything about it,1
sp_03-07,I have applied Hong Kong and overseas,1
sp_03-07,I am looking for a job,1
sp_03-06,So yeah math,1
sp_03-06,There is FYP which I think it's nearly done over,1
sp_03-06,So even though I didn't go for classes,1
sp_03-06,We are all working hard and I am sure we can finish the code,1
sp_03-06,And math requires practice so I scared about that,1
sp_03-06,Not because it's actually difficult but because I did not paying attention in the classes and therefore I have to study in my own 10 days to pass the exam,1
sp_03-06,So I find my math course Game Theory the most difficult,1
sp_03-06,It's subjective,1
sp_03-06,It's you cannot rank them according to the difficulities in terms of absolute difficulty,1
sp_03-02,I went to Guangzhou for debate competition,1
sp_03-02,It was one of the previous 2 years,1
sp_03-02,It was  can't remember wait ,1
sp_03-02, No I actually streched that,1
sp_02-12,So sometimes I feel pressure from them,1
sp_02-12,My parents don't give me any pressure but most pressure come from my peers I guess,1
sp_02-11,So  it's really anxious for me,1
sp_02-11,I am not sure which one I am going to take finally,1
sp_02-11,I am pretty anxious about my future plan academic life for now because I have not got a super clear plan for what I am gonna do  after I went to Purdue,1
sp_02-10,That's a lot of questions,1
sp_02-09,So I usually talk to my friends and talk to professors when I was in trouble or when I was in difficulties,1
sp_02-09,So it's kind of difficult at first for me to adapt to the new environment,1
sp_02-09,I have to take attend lectures in English and did all of my homework in English,1
sp_02-09,So  since I have  took my highschool in Mainland China coming to Hong Kong is a completely different academic environment,1
sp_02-08,And there is another homework that I on May 9,1
sp_02-08,And before May 10 I got to finish my powerpoint for my presentation,1
sp_02-08,I am going to do my final year project presentation on May 10 and then my poster presentation on  May 12,1
sp_02-07,Consult several professors in person and see what I am going to do in the Fall semester,1
sp_02-07,So I may have to do it after I arrived at Purdue,1
sp_02-07,But I have not found a professor yet,1
sp_02-07,I am going to Purdue University in the place where I have my exchange program for a PhD program,1
sp_02-06,And the other one is Engineering Optics there are so many equations and is sometimes hard to memorize all of item and it's a closed book exam,1
sp_02-06,AI because there we have our system will ask question and user who want to answer question,1
sp_02-06,AI to build an interactive system  and the one our team are building may not be that fit to use in API,1
sp_02-06,The first one is ELEC4010i because we have to use the API,1
sp_02-06,Okay so  the 2 ELEC courses I am taking this semester are very difficult for me,1
sp_02-02,It's  it gives me a feeling of freedom that  that  Hong Kong it's does not have such of  there are more space there,1
sp_02-01,And I like it very much because it's about life just like what I am going through or what I will be going through in the future and it's very interesting and hillarious,1
sp_01-12,You can't be too bad at research and a bit low GPA so that is what keeps me moving forward and getting keep getting good grades,1
sp_01-12,So this actually a little bit stress,1
sp_01-11,So not a not anxious about these kind of thing,1
sp_01-11,And graduate school already gave me offer,1
sp_01-11,And employment you know probably I am going probably for PhD degree so it's I mean 5 years to worry about that and not that much,1
sp_01-11,I really anxious about it that much,1
sp_01-11,Well probably  relationships  a little bit because I don't have girl friend and you know your parents always ask you to get girl friend,1
sp_01-10,And among all my classmates there will be definitely someone you don't like or someone you hate,1
sp_01-09b,Well it's probably because HKUST is the highest ranked among the universities,1
sp_01-09b,That is the reason why I chose ECE and why HKUST,1
sp_01-09b,So and about jobs in the future a lot of jobs that the CS student will take an ECE student can also take that job,1
sp_01-09b,And another thing is that as an ECE student you also have to learn about programming so and also have get get an another chance to I mean study with the CS students,1
sp_01-09b,The first course of the ECE is Introduction to Elec Robot,1
sp_01-09b,And the HKUST admit admitted me and I have to come there for engineering and when I chose the major I was struggling between CS and ECE,1
sp_01-09b,So so the first is  when I enter this school I applied for engineering school actually I applied for engineering school in HKUST and business school in HKU,1
sp_01-09b,Why why I choose my current major,1
sp_01-08,Only a pass,1
sp_01-08,Really really very definitely a little bit stressed some way,1
sp_01-08,So actually actually I am stressed right now,1
sp_01-08,I have 4 deadlines in the next week and 1 and 1 FYP final year project presentation,1
sp_01-06,So yeah this course is actually very difficult,1
sp_01-06,So so you have to really have to learn from all of these areas,1
sp_01-06,So that make me feel a little bit stress and  well and another thing is that about this course the content is mixed of a lot of areas like NLP machine learning and and some some signal processing,1
sp_01-06,So as a ECE student I am actually I am not that familiar with programming comparing with those CS students,1
sp_01-06,So the most difficult one I think is a  is a ELEC4010i because it is actually a course for both COMP students CS students and ELEC students but it counts more on programming,1
sp_01-04,So why,1
sp_01-03,But in Hong Kong is like most people I don't know,1
sp_01-01,And because when you are watching movies don't want watch this just watch something that happen always happen around you,1
sp_01-01,And so for my favorite TV series or movies actually I like some Chinese one especially fantasy stories,1
sp_01-01,okay and for I don't really watch a lot of movies or TV series recently because you know I am busy with my study,1
s01308_16k.wav,Works going averagely but physics is um kind of difficult because I'm really behind and I wasn't expecting it to be as hard,1
s01307_16k.wav,I'd like to do an MBA at one point maybe two years after having a job,1
s01307_16k.wav,I'm not looking for a job right now because I'm year two but um looking for internships of for the summer,1
s01307_16k.wav,After graduating I'd like to get a job what type of job no clue hopefully something I have no idea um marketing based maybe,1
s01306_16k.wav,um I found accounting the most difficult out of them all I just didn't understand it at all um more difficult than finance,1
s01212_16k.wav,But at the same time they want they really want me to be happy so they never do too many pressure on me they always like try to to make me um serious in what I do,1
s01212_16k.wav,But at the same time to be realize like to be um yes to have to have lots of things to put in my CV to you know graduate in a good university to take good marks for my future life for my future job,1
s01212_16k.wav,Ok my parents yes have given me some pressure for the academic life because they want me to be happy,1
s01211_16k.wav,I have to do all my exam take good marks and uh try yes try to to have a good mark so so on my graduation day So that's the most scary things in my life,1
s01211_16k.wav,ok I'm I'm very an anxious about my academic life because when I come back to grad gradua graduate and um I am anxious about it,1
s01210_16k.wav,So yes um I am scared about it,1
s01210_16k.wav,And I am scared about group work because I know that Chinese people want to work a lot and um you don't have to be a freerider you have to work hard,1
s01210_16k.wav,You know I am Italian and I am very open and then sometimes it's not the the good no it's not a good things to do Here I like to talk talk talk and they don't want you to do it,1
s01210_16k.wav,It's um difficult here in China to to get along with chinese people here because they are very different from me,1
s01209_16k.wav,He helped me to choose the right university in Italy and then he like told me to choose to choose this university here in Hong Kong and it was it was a good choice,1
s01208_16k.wav,I have a lot to work for this exam and yes I have to start studying it,1
s01208_16k.wav,ok I have the the the recent work I have to do is um midtem on eleventh of october for yes like um logistic exam,1
s01207_16k.wav,So probably after this experience I have to go to work with him because this is my plan for the future so um yes that's what I want to do,1
s01207_16k.wav,um but my father also a company includes a company he produce here in China,1
s01207_16k.wav,ok my plan after graduation are to have like an experience in fashion firms because I want to work in fashion in particular marketing,1
s01206_16k.wav,So yes I prefer humanistic and management courses um and I think that finance financial courses are very difficult yea,1
s01206_16k.wav,ok I think that the most difficult courses are the finance courses here because all the Chinese people are very good with mathematics calculation and everything everthing about numbers and less good in in you know humanities and thinking talking,1
s01203_16k.wav,I think they are completely different so I cannot you know prefer one or each other,1
s01201_16k.wav,And you know everyone is you know thinking about himself If you know the the the difference normality and maddness is so not so clear,1
s01201_16k.wav,um o I can't I don't really remember or you may hear of it but it was a very good movie and ah it was quite terrify me because it was about madness,1
s01111_16k.wav,So um to the difficulty of of finding that passion is what I'm worried about right now,1
s01111_16k.wav,um I haven't really found um I haven't really discovered my passion for what I'm going for what I want in life,1
s01111_16k.wav,And so but but it's not like I've been trying to do anything about it either,1
s01111_16k.wav,But uh it it seems like they sort of dictate my life they I'm going to do what they want me to do one day,1
s01111_16k.wav,Well right now it's a lack of direction that's my biggest issue right now because all all all my life I've been doing what my parents wanted and it's it's all turned out well I'm not complaining or anything,1
s01111_16k.wav,The types of things that I'm anxious about,1
s01110_16k.wav,uh None of my close friends are locals because in a in a way it's difficult to uh properly bond with them,1
s01110_16k.wav,But still not to not to a very satisfactory extent because um I can I can I can speak to them but uh none of them are my close friends,1
s01110_16k.wav,But in university you learn about things that you that you would never ever have know before,1
s01110_16k.wav,You meet people from all walks of life that you would never have gotten a chance to know in high school,1
s01110_16k.wav,Because the people you meet are so much more varied,1
s01109_16k.wav,And that's why they sent me to Hong Kong to study,1
s01109_16k.wav,And so they think that to study in the country that your going to work in has lots of benefits,1
s01109_16k.wav, uh Because my parents I was born in Hong Kong and my parents are from China and in the end they want me they would like me to work in in China or in Hong Kong one day,1
s01109_16k.wav,uh I came to this university because my parents my parents wanted me to again,1
s01109_16k.wav, I'm staying on a whole different continent from my parents,1
s01109_16k.wav,But mostly it's very Hong Kong is very different to South Africa I mean my parents are in South Africa,1
s01109_16k.wav,um,1
s01109_16k.wav,But a lot of them are mostly superifical friends so sort of not superficial as in like they're very materialistic,1
s01109_16k.wav,uh How I'm adapting to college life Well this is this is very multilayered,1
s01107_16k.wav,And that so that's always been their plan for me,1
s01107_16k.wav,And maybe couple of years of of work experience in between but they do want me to study until I get my PhD because then they think that your your starting point is just higher than evrybody else,1
s01107_16k.wav, That my parents want me to get uh get my masters and they want me to study until I get my PhD and then and then start working,1
s01107_16k.wav,And and so so there's nothing that I want the there's no game  there's no goal or aim for me right now it's just the concept that maybe in the future,1
s01107_16k.wav,What line of profession I'd like to go into But my parents what they would like is for me to carry on studying after  after my undergrad degree but I'm currently in year one now so I don't have any offer for for further studying,1
s01107_16k.wav,My plan after graduation well I'm not really clear about that because I I don't even know what I would like to do in the future,1
s01105_16k.wav,But I do not know how to make it um because um I just never learn to cook and my mother can't cook either so uh so I had nowhere to learn it from,1
s01105_16k.wav,I can't take any spice at all,1
s01012_16k.wav,And also my friends gave me a little bit pressure that's called peer pressure yeah but I try to deal with that right now,1
s01012_16k.wav,uh Yes my parents gave me a lot of pressure because I'm the only child in the family and they have a lot of expectations on me,1
s01011_16k.wav,I'm more anxious about my finanical status because being an independent woman in such a materialistic society is not that easy,1
s01010_16k.wav,um But definitely I prefer Hong Kong over my home town because this is a more global society for me and I meet different groups of people from everywhere,1
s01010_16k.wav,And I think I would have not that many difficulties in intergrating into Hong Kong society,1
s01010_16k.wav,uh You need to express yourself very clearly and try to understand others uh from their perspective,1
s01010_16k.wav,um I think communications play a very important role in helping me to get along with other people,1
s01008_16k.wav, And it will take uh approximately nine months for me to graduate and I don't have to write a paper so no difficulty for that and no recent exams,1
s01008_16k.wav,I think it's a little difficult but I just need to read through the textbook,1
s01007_16k.wav,um I probably don't want to study further I want to continue working here in Hong Kong,1
s01007_16k.wav,So it's pretty hard to stand out in that sense,1
s01007_16k.wav, And my weakness for uh looking for jobs I think it comes down to my academic record because here in Hong Kong things are very competitive and people around me they're all having very good academic records,1
s01007_16k.wav,And so far I haven't got any interview yet and but I think I'm well prepared for the interviews especially for the case crack for um consulting management firms,1
s01007_16k.wav,um Yes currently I'm looking for a graduation job,1
s01006_16k.wav,I think econometrics in uh UST is very hard because it involves a lot of lot of math,1
s00912_16k.wav,But because I know I'm not really good with numbers I'm scared to actually go into that area or to study it but other than like those academic things I they don't really give me them other kinds of pressure,1
s00910_16k.wav,But I guess I'll always be the foreigner um I definitely prefer Seoul than Hong Kong because Hong I find Hong Kong too small and crowded and I do have close friends here,1
s00910_16k.wav,But I don't really hang out with them I think I can integrate into Hong Kong society maybe,1
s00907_16k.wav,I think it will be a bit hard for me to find a job because I don't really have any concrete work experience or internship experience but I'm not too stressed about it right now,1
s00907_16k.wav,I don't really have a concrete plan after graduation,1
s00906_16k.wav,um I think the most difficult course I'm taking this semester is this econ course it's called industrial organisation and competitor strategy and it's difficult because I don't like math and it involves a lot of math,1
s00905_16k.wav,I know how to make it but it's quite complicated and I've never never done it without my mum,1
s00812_16k.wav,My parents don't give me that much stress because I don't talk to them that much on the phone but when I do I feel like I I should study so yeah,1
s00812_16k.wav,My friends give me pressure when they study in the library and I don't so I feel bad for that,1
s00811_16k.wav,I'm anxious about my academic life employment and relationships because empolyment is hard to look for right now relationshps is also hard and academic life is something I can do but I just don't feel like doing right now,1
s00808_16k.wav,Recent work is not going very good since I've no motivation to start studyin but my midterms is coming soon so i'll study soon,1
s00807_16k.wav,I don't have an inteview on going recently but after a couple of years of experience I do wanna do MBA in United States and my weakness would probably be my lack of work experience in my resume but I do have good communication skills,1
s00807_16k.wav,After graduation I I wanna look for a job and right now it's not going very well but I'm sure in 3rd year it will be better,1
s00806_16k.wav,um I think finance and accounting courses are the most difficult because it requires a lot of application and a lot of theories,1
s00712_16k.wav,um my parents did give me some pressure they they always ask me like what kind of grades did I get during the exams or stuff like that um yeah,1
s00711_16k.wav,um im more anxious about my maybe love life because im being quite busy with my academic life and i haven't devote much of time like relationship stuff like that so yeah,1
s00710_16k.wav,I prefer my home town still but I still like Hong Kong yup,1
s00708_16k.wav,And I haven't began writing a paper,1
s00708_16k.wav,um The thing I find difficult is I have to um to work on presentation in a group so it's kind of hard to cooperate um and it will take a week oh  it will take it take me one more year to graduate,1
s00708_16k.wav,I've not that much to catch one deadline next week and yeah a lot  in the coming month,1
s00708_16k.wav,um My work is doing fine,1
s00707_16k.wav,um I want to go for further studies after graduation po possibly do a Phd studies um in either America or the Europe,1
s00706_16k.wav,um i think the math course is the most difficult because um im not good at math so yeah difficult for me,1
s00612_16k.wav,But like I don't really hang out with them so i think that's fine,1
s00611_16k.wav,I'm trying to fix that but I'm not sure if that's going to happen,1
s00611_16k.wav,But um I really don't know if I can get into one or two this year so I'm kind of nervous about that and think about that a lot um,1
s00611_16k.wav,um I'm kind of anxious about my academic life because I'm applying for graduate school right now and like the offer thing didn't go very well I'm still waiting for that,1
s00610_16k.wav,I don't really talk to local people because most of people from Hong Kong they don't really have the same value as I did so like normally I don't talk to them,1
s00609_16k.wav,I'm not sure after a while if it is still interesting or not,1
s00609_16k.wav,NAME,1
s00608_16k.wav,um I think I didn't have enough time to do that so I'm just kind of finish it up and like not really pay a lot of attention to that,1
s00608_16k.wav,um I think I kind of write a wrote a paper last month but it's not like a serious paper it's like a student paper contest,1
s00608_16k.wav,But for some of the tasks i have no idea where to start,1
s00608_16k.wav,The work didn't go very well recently because um I've got a lot to do,1
s00607_16k.wav,So i think I'm just going to be waiting for the offer and see what happens next,1
s00607_16k.wav,But um I mean masters sounds better than like a five year commission for this,1
s00607_16k.wav,um I wanted to do a masters first and then PhD because I'm not really sure what im trying to do,1
s00607_16k.wav,I I think i'm going to apply for a graduate school after this i didn't get i didn't get any offer yet but hopefully I should get like one or two somehow sometimes,1
